komentar;sentiment
perasaan saya terkait dukungan sarana dan prasana dalam perkuliahan ini bisa di bilang cukup baik;normal
kalau menurut saya cukup terbatas  terlebih bagian praktek  tapi setidaknya memenuhi dan semoga kedepannya ditingkatkan lagi;normal
Sudah cukup baik  mengingat kalau menyediakan alat untuk seluruh mahasiswa itu susah  jadi dengan alat yang sudah ada tidak masalah walaupun butuh waktu yang lama ketika jam praktikum ;normal
sarana dan prasarana perkuliahan di dalam kelas sangat menadai sehingga dapat membantu fokus dan minim distraksi;positif
Sudah baik  namun untuk alat mungkin bisa ditambah sehingga semua mahasiswa bisa mempunyai pengalaman dalam penggunaan alat2.;positif
Sarana yang di gunakan cukup baik  tetapi saat praktikum labnya kurang nyaman  juga tidak ada sinyal wifi yang masuk ke lab;negatif
Saya rasa sarana prasarana di perkuliahan ini cukup baik hanya saja harus menggunakan tangga untuk dapat ke ruangan lantai 4  dan sebaiknya kegiatan pembelajaran tidak hanya dilakukan di ruangan saja tapi langsung ke terjun ke lapangan;normal
Beberapa sarana dan prasarana yang ada sedikit kurang memadai di kelas dan lab praktikum  kekurangan dalam tempat yg sedikit kurang nyaman ;normal
sarana dan prasarana di jaringan komputer ini tidak memuaskan karena masih banyak alat atau bahan yang habis atau tidak ada di lab;negatif
Baik  akan tetapi sarana dan prasarana belum bisa dikatakan sangat memadai untuk menunjang dalam kegiatan pembelajaran;negatif
tetapi sarana dan prasarana yang memadai sangat penting untuk mendukung keberhasilan dalam perkuliahan;normal
bisa lebih menyiapkan peralatan yang akan digunakan dalam praktikum  ;negatif
Untuk dukungan sarana dan prasarana pada saat praktikum kurang memadai untuk melakukan kegiatan praktikum ;negatif
Dukungan Sarana dan Prasarana  masih kurang tercukupi.;normal
Untuk sarana cukup baik karna tersedia alat alat praktikum dan alat yang mendukung kegiatan perkuliahan lainnya ;normal
Kurang sih  secara kami masih menggunakan alat yang terbatas  sehingga saat praktikum masih ada kekurangan  dan untuk materi telat di share;normal
wifii jaringan di tiap kelas beda kadamg lemot kadang lancar jadi kadang mengganggu kelas;negatif
Bisa mempersiapkan peralatan yang baik dan lengkap lagi;normal
Mungkin perasaan saya untuk hal ini ya bagaimana yah  mungkin karena perkuliahan ini dilakukannya di lantai 4 dan dilaksanakan pada siang hari  mungkin itu agak membuat saya lelah gitu.;normal
Kurang untuk praktikum;negatif
Terkait sarana prasarana perkuliahan ini mungkin sudah lumayan memadahi.;normal
Secara umum  saya merasa bahwa sarana dan prasarana di kampus ini sudah cukup memadai untuk mendukung proses belajar dan mengajar.;positif
Kurang memadai  apalagi kelas untuk praktikum yang sangat kekurangan fasilitas;negatif
alhamdulilah cape naik ke rooftop  trs klsnya ga ada meja sehingga kadang menimbulkan ke ngantukan karena duduk bebas di lantai;normal
Bagus sekali tapi terkadang untuk jaringan atau wifi masih sering trobel. Untuk selain itu saya rasa sudah sangat bagus.;normal
kurang mendukung    kurang banyak tools crimpingnya;normal
cukup baik  walaupun tempat masih sempit dan ada dilantai 4  peralatan yang disediakan bisa digunakan mahasiswa seperlunya dan itu sangat membantu.;positif
Sebaiknya lab untuk praktikum di pindah saja untuk memudahkan akses naik tangga biar tidak terlalu lelah;normal
mm menurut saya lab untuk praktikum sangat kurang memadai karna ruangnnya seperti itu lesehan dan kurang kondusif;positif
sarpras yang ada sudah sangat mendukung perkuliahan dan sudah cukup lengkap;positif
Cukup memadai;positif
untuk materi nya mungkin sudah enak  tetapi untuk praktikum nya itu kaya tadi yang saya bilang karena arahan kurang jelas dan asdos tidak memastikan masing-masing mahasiswa  jadi ada yang kurang dalam penggunaan sarana prasarana untuk praktikum. tempatnya juga kurang nyaman digunakan untuk belajar  tapi tetap bisa dikondisikan;negatif
Alatnya pratikum ada yang kurang juga  yang ;normal
kurang memadai dan nyaman;negatif
sangat sangat senang karena hanya sedikit mengeluarkan uang dalam praktikum dan tidak di denda jika salah dalam praktikumnya tpi terdapat minus seperti nomer 2;positif
sama kayakk no 6  alat abuat prqktikum jg dikit jd harus gantian  knp ga 1 org dikasi 1 alat jd ga makan waktu pas praktikum krna harus gantian ;negatif
menurut saya cukup baik;positif
mungkin kurang di lab nya;normal
sebenarnya sarana dan prasarana cukup saling melengkapi namun untuk yang praktiknya belum dirasa cukup.;normal
cukup baik ;positif
biasa saja pak  jawaban saya kaya jawaban no 5;normal
Baik  karena Sarana dan prasana yang memadai kecuali lab praktikum;positif
sudah bagus sarana dan prasana yang diberikan sudah cukup untuk pembelajaran;positif
Sarana dan prasarana sebenarnya cukup lengkap  hanya saja ada beberapa kekurangan alat untuk praktikum sehingga kita mau tidak mau harus beli atau tidak meminjam;normal
Untuk sarana dan prasarana sendiri dalam perkuliahan ini sudah cukup mumpuni walaupun harus antri antrian jika ingin memakai fasilitas  sehingga ketika perkuliahan belum selesai masih ada beberapa mahasiswa yang belum menyelesaikan praktik. ;normal
untuk sarana dan prasarana saya rasa  sudah mendukung perkuliahan ;positif
untuk alat praktikum bisa diperbanyak lagi agar bisa lebih efektif lagi kegiatan praktikumnya a;normal
Sarana dan prasarana sudah baik karena semuanya sudah ada walaupun di suruh beli converter lan ;normal
Lumayan kecewa untuk perasaan karena sarana untuk mahasiswa masih kurang;negatif
Sanagt senang dikarenakanbtida diberi drnda jika salah menggunakan alatnatau bahan saat praktik;positif
Emmm yaaa begitulah saya tidak begitu tau tentang sarana dan prasarananya hehe;normal
kalo dari alat praktikum cukup  balik lagi ke poin 5 kurengnya di labnya;normal
sebenarnya kurang tercukupi saat praktikum  dari alat2 juga seperti printer dll;negatif
Sangat mumpuni;positif
Cukup kadang tapi Wifi-nya agak agak  gimana yaaa? Ya gitulah pokoknya;normal
Sarana dan prasarana kurang memadai siswa diwajibkan untuk mengikuti perkuliahan dengan memberikan detail yang ada;positif
Untuk dukungan prasarana saya rasa cukup dengan hanya mengandalkan laptop pribadi;positif
Sarana dan prasarana sudah cukup memadai  terbukti dengan beberapa fasilitas yang sudah digunakan dengan baik oleh mahasiswa di kampus ini;positif
untuk sarana dan prasarana sendiri cukup memadai  seperti adanya ac dan proyektor  kursi yang tidak keras  penerangan yang cukup;normal
Untuk sarana dan prasarana menurut saya sudah cukup baik   namun masih ada beberapa kendala mungkin sebagian besar kendalanya adalah masalah jaringan yang kadang menyulitkan mahasiswa saat belajar;positif
Lumayan mendukung menurut saya dan tidak menemukan kendala dalam sarana dan prasarana;normal
Sarana dan prasarana untuk perkuliahan matkul ini saya kurang paham karena matkul ini tidak ada praktikumnya sehingga kita tidak menggunakan fasilitas kampus/lab . Oiya ruang 3.10 Wifi nya lemot ;normal
Sangat baik  kondisi sarana dan prasarana bisa digunakan sangat baik;positif
Dukungan sarana dan prasarana dalam matakuliah ini saya kira sudah cukup baik;normal
dukungan sarana dan prasarana terkait perkuliahan ini sudah tercukupi;positif
dukungan fasilitas yang rasakan secara langsung dalam perkuliahan ini sangat bagus yaitu jaringan wifi dan ruang kelas yang nyaman.;positif
menurut saya sarana dan prasan dalam cukup memadai  tetapi kadang terkendala jaringan wifi yang lambat;normal
sepertinya saya belum melihat untuk mata kuliah ini ;normal
Perasaan terkait dukungan sarana dan prasarana menurut saya komputer lab belum support untuk di pakai dalam proses perkuliahan ;negatif
Merasa puas dengan semua sarana dan prasarana yang sangat memadai;normal
untuk dukungan sarana dan parasara sebnernya sudah lumayan tetapi masih banyak kurangnya. contohnya masalah wifi dan juga ruangan belajar yang terkadang sering kotor;negatif
Sarana dan prasarana dalam perkuliahan ini kurang memadai karena waktu perkuliahan yang singkat ;normal
Kurang memadai spidol gak ada kadang juga lampu mati ac mati panas;normal
Dalam segi sarana dan prasana cukup baik dan mendukung;normal
Dukungan sarpras seperti lcd dan proyektor dapat digunakan dengan baik  selebihnya lebih mengalami kendala pada wifi yg lemot dan sering tidak bisa digunakan ;negatif
karena perkuliahan tidak memakai alat alat untuk sarana prasarana seperti media pembelajaran proyektor sudah cukup bagus;positif
Saya rasa masih kurang  karena dalam perkuliahan ini cukup sering menggunakan laptop namun sarana penunjang seperti stop kontak yang tersedia masih kurang dan kadang wifi mati dan lemot;negatif
Tetap memberikan sarana dan prasarana dengan baik Dengan sesuai visi misi UIN Walisongo Semarang ;normal
sarana dan prasarana dapat mewadahi mahasiswa untuk lebih aktif dalam perkuliahan;normal
Menurut saya untuk dukungan sarana dan prasarana terkait perkuliahan sudah baik;normal
Menurut saya  sarana dan prasarana yang digunakan pada perkuliahan ini cukup memadahi. Sehingga kita dapat belajar dengan nyaman dan tertib.;positif
Sarana dan prasarana pada perkuliahan ini sangat baik dan membuat kita mahasiswa menjadi nyaman dan semangat dalam melakukan perkuliahan ini ;positif
Biasa  sarana digunakan hanya untuk mendukung pemberian materi saja dan tidak adanya sarana dan prasarana untuk praktikum. ;normal
untuk dukungan sarana dan prasarana sudah cukup baik dan semoga semakin ditingkatkan lagi;positif
Perasaan saat ini tentang sarana dan prasarana sangat mendukung sekali dalam pembelajaran mahasiswa ;positif
Perasaan terkait dukungan sarana dan prasarana terkait perkuliahan mungkin biasa saja karena kadang masih merasa ada  yang kurang terkait sarana ini ;normal
dikarenakan saya lebih sering menggunakan laptop sendiri  mungkin hanya memerlukan koneksi wifi yang memadai  sebenarnya untuk kecepatan wifi di uin ini sudah sangan bagus  hanya saja sering terjadi trouble jaringan;normal
Untuk sarana dan prasarana di perkuliahan saya rasa cukup baik;normal
Sarana dan prasarana cukup bagus  mungkin yang saya kurang suka adalah terkait LED Proyektor yang kadang masih tersendat ketika dicolokkan ke laptop;negatif
Dukungan sarana dan prasana mungkin bisa di tingkatkan karena kadang lcd kurang baik digunakan. ;negatif
baik  lingkungan belajar nyaman tidak ada masalah untuk sarana dan prasarana;normal
sudah mumpuni dan baik dari segala fasilitas yang diberikan di kampus;positif
Dukungan sarana prasarana dalam perkuliahan ini kurang  contoh wifi kadang ketika ingin digunakan itu signalnya sering tidak mendukung.;normal
Sudah bagus karena saya tidak mengalami kekurangan apapun saat perkuliahan;positif
Sarana dan prasarana perkuliahan ini cukup memadai  membuat saya nyaman.;positif
Masih banyak sarana prasarana untuk praktikum yang belum memadhai;positif
beberapa dukungan sarana dan prasarana perkuliahan saya rasa cukup. namun keberadaan lab komputer yang terbatas dengan ratusan mahasiswa menurut saya perlu ditambah. sehingga beberapa matkul dapat diberikan materi praktikum di laboratorium komputer;normal
Pembelajaran dilakukan dikelas sehingga tidak tersedia colokan listrik untuk masing-masing laptop mahasiswa ;negatif
Normal aja sesuai dengan perkuliahan yang lain tidak ada sarana prasarana yang benar-benar membantu mahasiswa;positif
Sarana sudah baik  hanya saja perawatan nya yang kurang. Di beberapa kasus banyak ditemukan kursi yang sudah tidak layak pakai tapi masih di sediakan di kelas ;negatif
Sarana kampus sudah memadai khususnya fakultas saintek hanya untuk lahan parkir mungkin lebih diperhatikan lagi dan kamar mandi untuk selalu mengecek keamanan dan kebersihan nya.;positif
Jawaban seperti no 5 karena didalam perkuliahan ini diberi Dukungan yang bermanfaat karena dalam perkuliahan sistem pararel terdistribusi sendiri diberikan fasilitas seperti ppt materi dan video pembelajaran youtube yang dapat mendukung dalam pembelajaran di perkuliahan ini;positif
Dukungan sarana dan prasarana sudah cukup baik  terdapat ruang kelas untuk melaksanakan perkuliahan dan presentasi tugas ;positif
Sarana yang disediakan kampus sudah sangat memadai dan tidak ada masalah  akan tetapi saya agak kerepotan dalam mengerjakan tugas karena tidak punya laptop.;normal
Untuk sarana prasarana kami sebagai mahasiswa kadang risih dengan suasana kelas yang kadang dilaci terdapat banyak sampah dan kotor.;negatif
Ketika bapak ada dinas luar saya sarankan untuk di berikan tugas / memberikan materi berupa video pembelajaran agar jam yang kosong tidak terbuang sia-sia;positif
baik  karena sarana dan prasarana yang diberikan untuk mendukung perkuliahan sudah cukup;normal
Sejauh ini cukup karena dalam proses perkuliahan belum banyak memerlukan sarana dan prasarana ;normal
senang  karena sudah sewajarnya ada dukungan sarana dan prasarana untuk perkuliahan ini.;positif
Menurut saya sarana dan prasarana yang ada cukup untuk mendukung perkuliahan namun terkadang wifi sering lemot atau tidak ada koneksi ;normal
Senang karena dapat dukungan yg bisa menjadi motifasi bagi kita;positif
Sudah cukup memuasakan. Namun keluhan parkir masih menjadi hal yang mengganjal. Jika parkir diatas akan terasa capek jika jalan menuju kelas karena jauh. Terlebih jalan waktu siang akan membuat mahasiswa kecapean terlebih dahulu sebelum perkuliahan dimulai;negatif
Baik  dari kampus menyediakan ruang pembelajaran yang cukup nyaman  sera beberapa fasilitas yang bisa digunakan;positif
Cukup mendukung karena kita mendapat fasilitas ruangan dan wifi yang dapat digunakan untuk mengerjakan tugas;positif
sarana dan prasarana yang cukup memadai tetapi masih terdapat kekurangan yang mungkin dapat diperbaiki ;normal
sarana prasarana masih kurang memadai  masih adanya kelas bayangan yang dimana kelas tersebut sebenarnya tidak ada  dan penyediaan air yang sering mati menyebabkan kurang nyaman.;negatif
perasaan terkait dukungan sarana dan prasarana terkait perkuliahan ini saya rasa cukup memadai yang mana seperti perkuliahan lainnya juga yang dibutuhkan hanya proyektor untuk presentasi materi dan laptop masing-masing untuk mrngerjakan tugas.;normal
Dukungan sarana dan prasarana cukup baik yaitu laboratorium menyediakan alat alatnya. Akan tetapi  tetap ada beberapa kekurangannya.;normal
Senang  karna menurut saya sarana dan prasarana sudah cukup layak untuk perkuliahan ini;positif
baguss berarti mendukungg  jadi bisa lebih semangat dan lebih percaya diri karena didukung;positif
perkuliahan menarik  dosen sangat kompeten  ;positif
Perlunya penambahan beberapa alat praktikum yang sebelumnya belum ada  supaya pembelajarannya efektif tidak nanggung setengah setengah ;positif
Santai dalam menerangkan pelajaran dan menggumakan bahasa yang mudah dipahami mahasiswa karena pada dasarnya tidak semua mahasiswa dapat memahami bahasa yg disampaikan ;normal
Dari pengadaan alat mungkin lebih di perbanyak lagi;normal
Untuk saran yaitu kalau menjelaskan jangan terlalu banyak sehingga mahasiswa itu bisa memahami apa yang sudah dijelaskan ;normal
Menurut saya perkuliahan ini sudah baik  mungkin tambahanya untuk absensi juga dilakukan di e learning agar tidak terjadi kecurangan;positif
Mungkin untuk saat ini yang diperlukan adalah ilustrasi yang lebih banyak terkait materi teori agar bisa lebih dicerna. Dan semoga bisa praktikum FO sendiri2  wkwkw  maaf pak:);positif
Saran dari saya supaya menyediakan ruang praktikum sendiri dengan alat alat yang lengkap dan suasana yang nyaman;positif
Pembahasan materi sebaiknya tidak terlalu cepat karena saya sebagai lulusan MAN agak kekusahan memahami;normal
Mungkin untuk satu lap yang kurang tadi bisa di perbaiki lagi;normal
Saran dari saya untuk meningkatkan pengalaman perkuliahan di masa depan yakni harus menarik dan lebih membuat mhsnya berkreasi sendiri;positif
terkadang saya lupa teori yang telah di jelaskan saat di praktek jadi mungkin lebih baik satu matkul antara teori dan praktek di jadwalkan dihari yang sama;positif
mungkin bisa menggunakan metode yang lebih baik lagi dan lebih menyenangkan.;positif
Saran nya lab praktikumnya di benahi  saat praktikum merasa kurang nyaman;normal
Lebih ditingkatkan evaluasi saat setelah praktikum dengan menjelaskan proses dan hasil yanv benar saat praktikum ;positif
"Mungkin lebih ke kelengkapan dari alat"" untuk praktikum  karena kalo seperti RJ45 kemarin juga bisa dikatakan kurang  soalnya yang gagal dalam percobaan kan disuruh mengulang lagi  jadi ngga bisa mengulang jika tidak ada bahannya";normal
Saran dosen bisa memberikan ppt yang dijelaskan dalam kelas agar bisa dipelajari kembali  dalam pengumpulan TTD kepada asdos lebih baik diperbolehkan untuk berbarengan dengan teman yg lain agar lebih simpel ;normal
Mungkin untuk kedepannya bisa lebih baik untuk praktikumnya apalagi untuk praktikum sebaiknya untuk asisten dosen jangan mempersulit dalam tanda tangan jadi satu kelas bisa diserahkan ke pj nya atau perwakilan kelas tidak harus satu satu minta tanda tangan biar efektif.;normal
Perkuliahan dilaksanakan secara bersamaan dihari yg sama teori dan praktikum sehingga mudah menguasai materi secara langsung ;positif
perkuliahan secara berkelompok itu efektif dilakukan menurut saya dan untuk praktikum jangan cepet cepet njelasinnya perlahan lahan gapapa yang penting semua paham gada yang hah apa tadi gimana;positif
jelasin lebih tentang praktek  walau ada matkulnya sendiri tapi tetep penting biar langsung ada gambaranya;positif
Praktikum alatnya di perbanyak lagi agar bisa lebih memuaskan dan memahamkan mahasiswa.  dan apabila adanya asdos dapat memilih asdos yang memang profesional dan friendly??;normal
Menyediakan lebih banyak alat yang dibutuhkan untuk praktikum agar tidak kekurangan lagi;normal
saran yang mungkin bisa saya sampaikan terkait perkuliahan kedepannya saya ingin waktu perkuliahan jangan terlalu molor jam masuk/ jam keluar ;positif
sebaiknya jika telat  kabarkan kepada mahasiswa atau perwakilan mahasiswa dan jika menjelaskan tentang tugas itu harus lebih jelas;normal
Sistem ttd nya harus sisteatis dan jelas;positif
Mungkin lebih sering diadakan study kasus aja sih;positif
Untuk pengumpulan tugas Praktikum terkadang asdosnya lama keluar dari ruangan / kadang menunggu dia datang dari jam yg telah di tentukan ;normal
Mungkin alat dan bahan praktikum bisa di perbanyak. Dan sedikit tambahan  saya pribadi lebih suka diadakan quiz seperti kemarin  karena untuk mengetahui indikator pemahaman saya terhadap materi yang telah diberikan. ;positif
Supaya bisa mempertahankan dalam presentasi kehadiran menggunakan ttd dalam perkuliahan ini ;positif
Lebih banyak memberikan pertanyaan untuk mengulas materi sebelumnya sebelum memberikan materi baru;normal
Memberikan mahasiswa tugas terkait apa yang baru mereka pelajari agar meningkatkan mutu belajar;positif
Mungkin untuk matkul yang bisa dibilang nggak mudah mungkin bisa ditaruh di pagi hari aja karena kalau siang siang ngantuk;normal
mungkin saran dari saya untuk melengkapi alat-alat untuk praktikum jaringan supaya kita dapat mempelajarinya;positif
Perkuliahan dibuat menjadi lebih asik supaya mahasiswa merasa tidak tertekan dan memberikan evaluasi dan kesimpulan di akhir jam kuliah;normal
ada baiknya jika sarana praktikum ditambah agar praktikum berjalan dengan baik. lalu laboratorium juga sangat kurang karena sempit dan kurang mendukung praktikum;negatif
Saran mungkin penjelasan yang dilakukan agar menggunakan bahasa yang ramah pemula karna kita disini masih baru mendapat matkul ini  mungkin ada beberpa mahasiswa yang sudah pernah waktu di smk.;normal
Saran saya ada video pembelajaran untuk mengulang materi yang diberikan;normal
perlunya dilakukan perubahan dalam proses mengajar yang terlalu cepat supaya lebih mudah untuk memahami materi dan mempertahankan serta meningkatkan terkait perkuliahan yang sudah baik agar lebih baik;positif
Minimal setiap kelas disediakan satu sapu dan ekrak  wifi nya cakupannya lebih luas lagi;positif
saran saya untuk meningkatkan pengalaman perkuliahan di masa depan yaitu dengan menggunakan metode pembelajaran yang menarik ;positif
Saran untuk dosen atau prodi  untuk menyediakan tempat/lab yang lebih luas dan untuk peralatan praktikum mohon diperbanyak karena mahasiswa ti semakin bertambah;positif
perkuliahan materi dengan praktikum dipaparkan secara berkesinambungan (materinya) sehingga lebih mudah dipahami dan terkoneksi antar dua pertemuan dengan baik;normal
Dalam praktikum mungkin lebih baiknya setiap siswa dapat kesempatan untuk melakukan praktikum seperti crimping cable dll. Sama kalau bisa waktu selesai praktikum jangan terlalu mepet shalat jumat ;normal
tidak ada karena saya senang dengan metode pembelajaran yang diberikan pak hery  tetapi mungkin tugasnya bisa diminimkan lagi;normal
saya berharap kedepannya ada metode pembelajaran interaktif dan lebih efektif dari saat ini untuk mengurangi kebosanan mahasiswa dan agar dapat meningkatkan semangat belajar mahasiswa;normal
mungkin kedepannya dapat memperluas ruangan dan untuk alat praktikumnya di tambah lagi;positif
saran saya tingkatkan prasarananya lagi untuk pratiknya  terlebih lagi jaringan wifi di ruang praktik yg tidak ada  untuk pembelajaran teori bisa ditambahkan menggunakan metode vidio atau gambaran agar lebih mudah dipahami;normal
Lebih detail lagi dalam menerangkan sehingga materi tersampaikan dengan sempurna;normal
untuk meningkatkan pengalaman perkuliahan cukup dengan mempertahankannya;normal
Mungkin untuk media pembelajaran bisa menggunakan media yang interaktif dan merepresentasikan materi yang sedang dipelajari  seperti ppt diganti media video atau yang lain ;normal
metode dalam pembelajaran yang digunakan cukup menyenangkan dan tidak membosankan  penyampaiannya mudah dipahami  tetapi dalam menjelaskan materi sedikit terlalu cepat dan banyak kata” yg menurut saya asing  sehingga akan lebih baik membuat perumpamaan yg mudah dipahami ;normal
Sebaiknya perkuliahan sekali dua kali harus dilakukan dengan terjun ke lapangan langsung atau dunia kerja agar lebih efektif dan meningkatkan pengalaman;normal
Materi yang diberikan saat teori dengan praktikum sedikit berbeda. Sehingga terkadang terjadi kesalahpahaman dari mahasiswa tentang tugas yang ada ;normal
alat - alatnya ditambah dan ruangannya di perbesar dan jangan di lantai 4;positif
Sistem Perkuliahan sudah baik serta memudahkan mahasiswa dalam memahami  tetapi sarana dan prasarana lebih bisa ditingkatkan untuk lebih bisa mendukung kegiatan perkuliahan;normal
Memanfaatkan teknologi canggih untuk meningkatkan pengajaran  memfasilitasi akses ke materi belajar ;normal
bisa mengurangi pemberian dalam penugasan terhadap mahasiswa ;normal
Untuk meningkatkan pengalaman perkuliahan bisa dengan perkuliahan yang lebih intens serta materi maupun tugas bisa langsung ke inti materi tiap matkul;positif
1.) Lebih ditingkatkan lagi sarana dan prasarana seperti alat kebersihan  wifi agar membuat nyaman mahasiswa;positif
Untuk alat praktikum ada beberapa yang kekurangan mungkin bisa lebih di tambah alatnya ;normal
Mungkin diperinci lagi untuk penjelasan nya buat yg awam  sama materinya dishare lebih awal sebelum perkuliahan;normal
berikan materi yg di ajar sebelum mulai kelas;normal
saran saya untuk pembelajaran tidak dilakukan dikelas saja he he he;normal
Mungkin untuk sarannya  kedepannya mungkin bisa jika mata kuliah ini tidak ditaruh di siang hari karena mungkin bisa mempengaruhi kita dalam pembelajaran  tapi untuk metode belajarnya sendiri itu sudah cukup baik menurut saya  terimakasih ;normal
Pindah labnya jangan yg di lantai 4  atau mending cari kelas yang kosong;normal
Untuk meningkatkan pengalaman perkuliahan sebaiknya mengganti asdos yg bisa memanajemen waktu dengan baik.;normal
Meningkatkan relevansi dengan dunia kerja-seperti-memberikan contoh relevansi materi dan kegunaannya dalam kehidupan.Meningkatkan kualitas metode pengajaran.;positif
Sebaiknya kelas untuk praktikum bisa lebih baik lagi dan fasilitas untuk lab TI bisa lebih komplit;normal
sarannya lab di pi dahkan ke tempat yang lebih layak  trs pengajaran untuk praktikum bisa di gabungkan dengan teori sehingga akan lebih kondusif;normal
Mungkin untuk perkuliahan bisa di buat sedikit lebih seru dengan game  atau ice breaking atau cara lain agar ketika ada mahasiswa yang mengantuk di kelas bisa aktif kembali ;positif
meningkatkan peralatan di lab  labnya g well;normal
tempat  meja dan kursi  diefektikan lagi untuk jam praktikum  dan tidak ada tugas yang menumpuk karena salah dari pihak pengajar yang tidak berangkat.;normal
Saya kasih saran untuk ganti asdos dan ganti lab ataupun jika asdosnya tidak di ganti seenggaknya bisa di kasih nasihat agar konsisten ;normal
mengganti asdos yang bisa lebih keren dan bertanggung jawab;positif
sarpras untuk pembelajaran bisa dilengkapi dan diupgrade lagi untuk kedepannya menyesuaikan perkembangan yang ada;normal
Untuk jam praktikum agar memberikan konfirmasi terlebih dahulu apabila tidqk dilaksanakn perkuliahab;positif
terutama untuk praktikum  tolong asisten dosen nya atau siapapun yang diberi tanggung jawab untuk memegang suatu kelas harap lebih bertanggungjawab dan tidak mempersulit kegiatan belajar mahasiswa;normal
Lab pratikum ruangan agak engap  kurang udara  kamar mandi harus kelantai 3;positif
mungkin bisa asdosnya bisa ditegur agar jauh lebih disiplin lagi;negatif
tidak terdapat saran karna saya merasa sudah cukup dan tepat tpi lebih baik lrbih diperhatikan di praktikumnya;positif
Jadwal praktikum dilakukan scr sistematis  klo emg berhalangan hadir seenggaknya kabarin minimal 5 jam sblm praktikum  alat praktikum dan ruangan yg hrs dioptimalkan;normal
menurut saya banyakin praktikumnya agar mudah dipahami dan juga dikembangkan;positif
menurut saya bisa lebih baik jika lebih banyak praktikumnya ;positif
cukup untuk mengembangkan segi sarana dan prasarana sehingga antara praktik dengan yang teorinya saling mendukung.;normal
kalau saumpama ada perubahan jadwal seharusnya dikonfirmasi dulu  terutama pada praktikum nya;normal
kurang tau pak saya mau ngasih rekomendasi apaan  cuman keknya kalo bapak mau tidak masuk dalam perkuliahan dan di gantikan oleh asisten  di mohon pilih asisten yang bertanggung jawab pak;negatif
Lebih bisa disiplin baik dosen maupun mahasiswa;positif
mungkin hanya meneruskan yang sudah ada serta mengevalusai kembali staff yang ada;normal
Saran untuk kedepannya pada saat praktikum harus dilakukan evaluasi karena terkadang asisten dosen tidak hadir pada saat mahasiswa sudah berada didalam kelas  untuk sarana dan prasarana harus ditingkatkan lagi dengan menambahkan beberapa alat untuk praktikum ;normal
Saran saya perkuliahan ini memerlukan gambaran saat praktik lapangan  sehingga mahasiswa dapat menyambut baik perkuliahan karena sudah tau pentingnya mata kuliah ini saat di dunia kerja.;normal
jika kelas dibatalkan mohon konfirmasi di grup minumal 1 jam sebelum kelas;positif
saran yang praktikum mungkin bisa di isi oleh bapak herry sendiri atau asisten yang lebih bertanggungjawab  selebihnya sudah bagus;positif
Saran dari saya menambahkan wifi di lantai 4 agar bisa mengoneksi jaringan ;positif
Untuk saran cukup menambahkan sarana yang diperlukan mahasiswa agar setiap mahasiswa bisa mengikuti dengan baik;positif
ganti asisten dosen terlalu seenaknya sendiri  dan juga tidak tau seenaknya sendiri atau gimana karna dari pandangan diriku sendiri terlalu menyepelekan;normal
Lab yang di lantai 4 seharusnya lab ti itu bukan kayak gitu dan fasilitas buat praktikumnya kurang banyak ;positif
banyakin menjelaskan dengan analogi  biar lebih nangkep dan paham;normal
segala sarana prasarana bisa lebih d siapkan  dari sisi alat maupun pengajarnya;negatif
Tidak ada  karena yang sekarang sudah baik dan pas??;positif
Lebih up gread diri sii sama jangan nyepeleinn setiap matakuliah;positif
Saya merekomendasikan untuk menambah waktu dalam praktek bagi siswa juga semoga ada beberapa materi yang bisa meningkatkan softskill bagi mahasiswa TI ;positif
Saya rasa rekomendasinya untuk perkuliahan di berikan referensi lanjutan sebagai bahan ajar di luar kelas;positif
Saran saya  untuk tempat parkir bisa dipikirkan lagi karena banyaknya mahasiswa yang membawa motor  serta bisa memikirkan lift untuk disetiap fakultasnya;positif
saran saya untuk masa depan adalah supaya perkuliahan lebih teratur  dan apabila dosen ijin agar bisa menginfokan pada jam-jam sebelumnya;normal
Untuk metode pembelajaran mungkin bisa diupayakan dengan cara yang membuat mahasiswa tidak merasa bosan  seperti contohnya bermain games sederhana agar mahasiswa bisa lebih bersemangat mengikuti perkuliahan;positif
Butuh sekali pengajar atau dosen yang seperti bapak ini karena dalam pengajarannya yang santai tapi bikin mahasiswa terkadang takut buat telat ngumpulin tugas bapak tapi dari bapak nya juga tidak bikin mahasiswa merasa tertekan atas perkuliahan yang bapak ajar;positif
Metode semester ini matkul ini sudah baik   Semoga dosen sering masuk untuk menjelaskan materi dan tidak sering di ghosting. ;positif
Sering2 jelaskan materi secara praktik atau jika materi saja tolong dianlogikan biar paham para mahasiswanya;positif
Saran saya untuk peningkatan pengalaman perkuliahan di matkul ini dengan cara mengkoding bersama sama kemudian beda codenya;normal
menurut saya alangkah lebih baik jika tiap mahasiswa benar benar dipastikan pemahamannya terkait tiap materi yg diberikan;positif
pertahankan metode permbalajan yang seperti ini dan kurangin jam mata kuliah yang kosong.;positif
menurut saya hal yang harus dilakukan dalam perkuliahan ini lebih diperbanyak praktikumnya;positif
metodenya bagus dan terarah hanya saja menurut saya penyampaian materi pada mata kuliah ini tidak terlalu mendalam sehingga sedikit banyak kesulitan dalam mengerjakan tugas;normal
Saran saya untuk meningkatkan pengalaman perkuliahan adalah dengan cara perbanyaklah pengajaran materi dengan di sertai praktek  jangan dengan cara praktek mandiri;normal
